,items
52278,124553
52279,2650125
52280,531077
52281,1746190
52282,1761515
52283,1979590
52284,479018
52285,1858651
52286,2254041
52287,145906,132738
52288,1518795
52289,156607
52290,1994978
52291,1170357
52292,607670
52293,617766
52294,1428087,797218
52295,996851,941787,1340629,1226974
52296,703458
52297,1316404
52298,123793
52299,2835610
52300,706929
52301,1584972,218762
52302,2850568
52303,2419758,2357523,2028346
52304,1869940
52305,2444237,673731
52306,1650003
52307,773361
52308,2414102
52309,978935
52310,260887
52311,1323121,1064642
52312,950224
52313,141761
52314,126335,153475
52315,185226
52316,1690461
52317,2396750
52318,140877
52319,182915
52320,132738
52321,152836
52322,153475
52323,1108814
52324,2758251
52325,126335
52326,132738
52327,139086
52328,1698166
52329,1463604
52330,452942
52331,1788074
52332,1788074,2784137,1780765,2239596
52333,666332
52334,127865
52335,139086
52336,1241304
52337,144051
52338,1356085
52339,154652
52340,2812364
52341,278878
52342,1822664
52343,142179
52344,141548
52345,1484078
52346,1226293
52347,154002
52348,125564
52349,176490
52350,134015
52351,982932
52352,1858651
52353,1282254
52354,135459
52355,140321
52356,126335
52357,1054067
52358,174086
52359,1064397
52360,1099530
52361,1858651
52362,1427750
52363,1164757,866304,1383321,1766932
52364,1006590
52365,1987884
52366,126335
52367,130259
52368,1209909
52369,371022
52370,134393
52371,174086
52372,1186923
52373,241461
52374,644425
52375,182578
52376,1391906
52377,176025
52378,341294
52379,1551720
52380,144051
52381,138431
52382,1328898
52383,1916198
52384,1905844
52385,1170357
52386,1530271
52387,127865
52388,806803
52389,547674,2080312
52390,1626903
52391,1099773,131533
52392,576000
52393,1292843
52394,152836
52395,123373
52396,144051
52397,134849
52398,1950240
52399,2783742
52400,466944
52401,1453730,1899687
52402,123373
52403,136110
52404,1832896
52405,144714
52406,130259
52407,2261828
52408,123793
52409,2579422
52410,2299144
52411,534314
52412,1520680
52413,2301668
52414,144585
52415,753788
52416,1770781,1210233,706647
52417,137585
52418,686884
52419,144585
52420,2586703
52421,154002
52422,2531493
52423,153475
52424,952643
52425,1076484
52426,1000254
52427,134015
52428,172914
52429,1852076
52430,1268360
52431,1453669
52432,1587318
52433,187477
52434,131698
52435,1793377
52436,139086,638318,555308,1095695
52437,1484078
52438,451969
52439,1662059
52440,1158451
52441,1938670
52442,126335
52443,1139254
52444,669328,1796247,1044722,1279795
52445,1996076,529528,1827823,740418,1945610,363702,321100,612956
52446,2697691,2885231
52447,169179
52448,149913
52449,1259708
52450,216959
52451,392822
52452,124553
52453,527130
52454,180014
52455,1484383
52456,2826127
52457,2286628
52458,2529948,2686855,2859339
52459,2696136
52460,739541,2702384
52461,1845435
52462,149739
52463,125564
52464,451591,2696735,2839578
52465,2898980,2434104,2926339,2572507
52466,132135
52467,240208
52468,137585
52469,1863819
52470,142179
52471,1429912,946530
52472,155735,145906
52473,146684
52474,172027
52475,166633
52476,131533
52477,126335
52478,1626903
52479,2396750
52480,1379493
52481,1076484
52482,2775456
52483,554095
52484,700357
52485,313568
52486,1522885
52487,545632,617013
52488,1422015
52489,2459885
52490,1603811,1768942,1459683
52491,1109803,268562
52492,1939936
52493,136860
52494,258206
52495,1916904
52496,693185
52497,137585
52498,132738
52499,961819
52500,1019581
52501,2586703
52502,2280839
52503,2668203,349579
52504,2693376
52505,2839578
52506,2722274
52507,979016
52508,322434
52509,174086
52510,148089
52511,1949394
52512,183200
52513,1920477
52514,1226293
52515,2153251
52516,1048184
52517,507766
52518,1859039
52519,763288
52520,1787191
52521,658625
52522,1991314
52523,1154504
52524,1407928
52525,916397
52526,1941671
52527,187984
52528,1547178
52529,765872
52530,1548554
52531,1904556
52532,2916025
52533,139086
52534,755371
52535,1292293
52536,824029,431518,851603
52537,1565667
52538,770712
52539,1889597,1364569
52540,1745932
52541,2011987,911132
52542,849468
52543,152836,1226293
52544,131117
52545,532135
52546,1285684,1967750,684027,1258330
52547,493510
52548,329400
52549,429191
52550,2900163,1986190
52551,127865
52552,1549763
52553,1229740
52554,1729232
52555,131117
52556,2565135
52557,499380
52558,154652
52559,127865
52560,1194169
52561,628492
52562,1187659
52563,131117
52564,1947410
52565,1800440
52566,820244,542159
52567,972509
52568,2805306,972048
52569,582430,1125393
52570,1366101
52571,2393071
52572,232899,1873684
52573,1875650,148089
52574,1260666
52575,1729232
52576,149739
52577,128730
52578,184374
52579,124204
52580,1479699
52581,180843
52582,2646149
52583,2577018
52584,2505803
52585,2792945,2760153
52586,1911182
52587,1696364,2863116,2872204
52588,2505335,1538863,2297801
52589,1075242
52590,1092842
52591,1057664
52592,1943496
52593,2837461
52594,362332
52595,1882156
52596,616682
52597,1106101,1669291
52598,1322682
52599,576743,637670,730008
52600,655967
52601,1800440
52602,123373
52603,1410653
52604,188485,130727
52605,204063
52606,1480010
52607,1621234
52608,858304
52609,1567312
52610,432275
52611,123373
52612,132135,864299
52613,131117
52614,1674936
52615,1333316
52616,2494898,1493246
52617,131117
52618,124204
52619,1176070
52620,1973037
52621,480832
52622,861118
52623,1532367,1651169
52624,1754771
52625,142179
52626,1434163
52627,1274956
52628,180014
52629,834620
52630,1587289
52631,134849
52632,1905844
52633,155820
52634,610093,1391320,1373876,1674806,131698
52635,229145
52636,527130,1241304
52637,1010926,528590,1809964,1343019,1919019
52638,1298171,1763704
52639,147440
52640,2438408
52641,730008
52642,478490
52643,1851598
52644,1368315
52645,136110
52646,1687082
52647,1409027
52648,925665
52649,227716
52650,123793
52651,1126889
52652,1674806
52653,147440
52654,1414750
52655,913691,2404693
52656,2620667
52657,2064568
52658,1361162
52659,1210991
52660,2266220,2459331
52661,136110,858304,124204,134393,704314
52662,1052971,657626
52663,172027
52664,1483804
52665,157448
52666,188052
52667,1731993
52668,1746190
52669,1418138
52670,1542250
52671,1581933
52672,1103425
52673,1110928
52674,126335
52675,126335
52676,168610
52677,125564
52678,129831
52679,159931
52680,1940985
52681,1613854
52682,136860
52683,166633
52684,131117
52685,684027,1840637
52686,1375284
52687,1928796,127495
52688,300980
52689,144585
52690,1316404
52691,544964
52692,1355618
52693,2781713
52694,756819
52695,1776280
52696,355463
52697,132738
52698,188052
52699,127495
52700,131533
52701,152662,137585
52702,2730226,2392287
52703,145906
52704,1800440
52705,1518052
52706,125424
52707,963476,194182
52708,126335
52709,193179,174086
52710,1746967
52711,492247
52712,377662
52713,131117
52714,1972833
52715,780380,2151515
52716,737598
52717,1009409
52718,926842
52719,144714
52720,2240411
52721,1815068
52722,144714
52723,2934055,1310632
52724,2553295
52725,2959486
52726,869052
52727,1904556,413010,1913424
52728,2892101
52729,1467760
52730,1183835
52731,1287535
52732,1992625
52733,1328011
52734,2743152
52735,1768942,709832
52736,2809120
52737,2596674
52738,510981
52739,386314,879452
52740,2902058
52741,1503791
52742,1263897
52743,1784020,2650888
52744,1889597
52745,355463
52746,1450102
52747,308150
52748,140877
52749,757774
52750,859692
52751,2628747
52752,134393
52753,2155094
52754,195613
52755,128959
52756,677837
52757,1579355
52758,310454
52759,354557
52760,417969,1255726
52761,1463543
52762,417969
52763,1821702
52764,1764436
52765,985087
52766,242661
52767,180843
52768,140321
52769,123793
52770,467091
52771,197391
52772,1001122
52773,148690
52774,158028
52775,2603758
52776,172027
52777,1717057
52778,127081
52779,1149283
52780,1433766
52781,143094
52782,153475
52783,2231364
52784,1415952
52785,139086
52786,168592
52787,1275627
52788,1567172
52789,141548
52790,137585
52791,315804
52792,729362
52793,197170
52794,1977540
52795,134015
52796,1021482
52797,1634527
52798,1953205
52799,272388
52800,1069265
52801,1667586
52802,403038
52803,1565667,157448,1793377
52804,1769705
52805,1226293
52806,137585
52807,1205016
52808,466944
52809,1678888
52810,130259
52811,1179273
52812,2267346
52813,2552714
52814,168012
52815,1074283
52816,2653183
52817,141688
52818,2752000
52819,1741645
52820,999837
52821,310735
52822,627759
52823,125564
52824,671761,1226293
52825,204063
52826,131698
52827,806803
52828,883661,945880
52829,934639
52830,1207360
52831,131533
52832,1687082
52833,152836
52834,754797
52835,1967775,1426525,232899,808736
52836,2261828
52837,1198944
52838,2903209
52839,2076178,2732591,1977540,1811245
52840,263981
52841,125465
52842,1406056
52843,1082379
52844,1650899
52845,1523096
52846,148089
52847,1730006
52848,126335
52849,124204
52850,862446
52851,1045604
52852,136110
52853,1631851
52854,1843027
52855,232383
52856,358673
52857,2712258
52858,883661
52859,815195
52860,575727
52861,932152
52862,1404676
52863,1390540
52864,1955352
52865,534612
52866,1330312
52867,124553
52868,2522622
52869,172027
52870,144931
52871,2261828
52872,1565667
52873,168592
52874,1729232
52875,187477
52876,2628747
52877,124553
52878,598578
52879,936843
52880,2724667
52881,490588
52882,248116
52883,295304,532982
52884,2638609,2582233
52885,2908287
52886,1086679
52887,659182
52888,1188264
52889,1766461
52890,1257812
52891,2905597
52892,145906
52893,1219459,809891
52894,451969,136860
52895,616481
52896,160612
52897,128959
52898,730008,148089
52899,1005880
52900,1548554,424962
52901,2770385
52902,1630499
52903,128959
52904,1312996
52905,154002
52906,168592
52907,145906
52908,127495
52909,166633
52910,126335
52911,374312
52912,132738
52913,141548
52914,127865,1241304
52915,2239701
52916,1404676
52917,2193611
52918,2076178
52919,2843850
52920,1773535
52921,865225
52922,174086
52923,152836
52924,137585
52925,172027
52926,699225
52927,1747742
52928,1979590
52929,716777
52930,783906
52931,1000270
52932,452942
52933,1122460
52934,1590962
52935,174086
52936,218606
52937,288472
52938,1859768
52939,142179
52940,1522010
52941,1707988,1707988
52942,919589
52943,130727
52944,132738
52945,184374
52946,1687082
52947,1939936
52948,142179
52949,166633
52950,562188
52951,405646,1190600
52952,1859039
52953,126335
52954,833666
52955,619977
52956,131117
52957,1413486
52958,145906
52959,166006
52960,2141839
52961,156607
52962,1915220
52963,183945
52964,921642
52965,551782
52966,2553295
52967,625308,714976,1467111
52968,2232451
52969,968649
52970,299987
52971,136110
52972,152662
52973,136860
52974,395702
52975,182915
52976,2075137
52977,1729496
52978,1501987,834814
52979,1335648
52980,209001
52981,1913010,644425
52982,1226293
52983,187477
52984,1484383,172027
52985,466944,432275
52986,1010328
52987,2377849
52988,2808472
52989,1702526
52990,1979590,637032
52991,351928,1047479,1197985
52992,2541835
52993,1510143,1956818
52994,1859884
52995,1289744
52996,123793
52997,127081
52998,944766
52999,1737394
53000,1499974
53001,1126889
53002,1858651
53003,127865
53004,2821045
53005,624407
53006,627759
53007,265806
53008,1738544
53009,1674806,1106101,741980
53010,2120468
53011,127495
53012,1256434
53013,241461
53014,918064,919589
53015,126335
53016,174086
53017,1638869
53018,123793
53019,1861964
53020,131698
53021,1567172
53022,1859039
53023,166633
53024,1625102
53025,1404266
53026,943143
53027,1268357
53028,127865
53029,1126394
53030,1057664
53031,162634
53032,1446293
53033,174086
53034,559634
53035,561864
53036,128730
53037,1174307
53038,1689782
53039,1056174
53040,2871469
53041,585830
53042,2485832
53043,561864
53044,1530271
53045,1056939
53046,2653183
53047,1434272
53048,1530271,1596783,823534
53049,797218
53050,1833819
53051,308000,587536,480832,1736145,555311,1859977,2673990
53052,2553295
53053,1189511,265806
53054,508973,544045,1989948
53055,1715311,1595305,1629567
53056,1574548
53057,1907323,1552616,401725,1428087
53058,2274956,1274956,2736018,2305405,1054480,402211
53059,2318669,393691,2056551,2714274
53060,2306959
53061,2706891,2706963,1382749,1201176
53062,890743
53063,1202983,2613877
53064,2755080,2448232
53065,131117
53066,237957
53067,139792
53068,172027
53069,145906
53070,154002
53071,154002
53072,135750
53073,1527946
53074,1924050
53075,1962198
53076,439740
53077,126335
53078,963476
53079,403038
53080,1527946
53081,166633
53082,144051
53083,1229740
53084,323450
53085,1522010
53086,1959943
53087,376219
53088,574286
53089,172027
53090,123793
53091,998947
53092,147594
53093,1111981
53094,1920477
53095,987052
53096,1928796,172027
53097,1484383
53098,154823
53099,2195049
53100,727157,439630,2940176,1640697
53101,265806
53102,295745
53103,726174
53104,134015
53105,1291744
53106,452942
53107,166633
53108,126335
53109,1729232
53110,2596674
53111,2348346
53112,1501053
53113,126335
53114,125424
53115,925665
53116,756819
53117,2673874
53118,961819
53119,946530
53120,820057
53121,2451150
53122,2724667
53123,1745076
53124,123793
53125,2379658
53126,2872227
53127,2611304
53128,1226293
53129,1676837
53130,870184
53131,2902058
53132,348662
53133,2686855
53134,1877932,2650253
53135,1303995
53136,201534
53137,2239596
53138,126335
53139,1584000
53140,204063
53141,902478
53142,142179
53143,1530913
53144,181453
53145,703458
53146,254960
53147,795320
53148,131117
53149,146684
53150,154002
53151,1729232
53152,693849
53153,646552,625308,262756,1009845,1149283
53154,1618682
53155,1036336,706145,1535617
53156,1796472
53157,1415952,1150596,1299190
53158,427952
53159,982621
53160,652189
53161,2625924
53162,517998
53163,132738
53164,126335
53165,432275
53166,1744232
53167,1869940
53168,152662
53169,134849
53170,1770781
53171,703458
53172,1164757
53173,1308832
53174,181453
53175,158028
53176,645460
53177,484978
53178,1754771
53179,1108814,396894
53180,363135
53181,139086
53182,182578
53183,143094
53184,1322538
53185,376219
53186,1928796
53187,305868
53188,898283
53189,1334728
53190,1045120,658625
53191,1881176,1110122
53192,585608
53193,1145592
53194,2900227,178527
53195,999526,2366148
53196,961819,2948344,2300784
53197,1764918
53198,132738
53199,162634
53200,193179
53201,390071
53202,1490515
53203,871172
53204,577053
53205,366475
53206,123373
53207,1582487,865585
53208,123373
53209,144051
53210,134015
53211,1566348
53212,1498329
53213,823534
53214,2319586
53215,174086
53216,1768942
53217,1329021
53218,1213427
53219,137585
53220,732995,1092231
53221,840165
53222,624407
53223,123793
53224,126335
53225,168610
53226,2412589
53227,1207541
53228,1992625
53229,1390212
53230,145906
53231,392822
53232,123793
53233,670966,512791
53234,125424
53235,424691
53236,570147
53237,1121730
53238,265806
53239,820244
53240,1770781
53241,423547
53242,547674
53243,1210233
53244,162634
53245,789767
53246,1015626
53247,2829293
53248,432275
53249,174086
53250,1159412
53251,2636291
53252,2729447
53253,176490
53254,174086
53255,806803
53256,152836
53257,1869763,2063202
53258,1409027
53259,1545760,801920
53260,1992625
53261,2696735
53262,126335
53263,128959
53264,125465
53265,1339136
53266,317029
53267,2245994
53268,555063
53269,1153545
53270,1731270
53271,1630965
53272,1186923
53273,188052
53274,138431
53275,1737394
53276,1758655
53277,1859768,664558
53278,267405
53279,1954806
53280,269172,1348294
53281,2487984
53282,2958376,2478188,2015751
53283,484978,2703625
53284,439655,1224275,2525650
53285,1458403
53286,234276,1413486
53287,549751
53288,1206618
53289,303292,1088129
53290,1592912,1401470
53291,2440416,1606923,934639,1046957,2204233,1833941,1499974,1334632
53292,2775456,235073
53293,435001,739555
53294,2107747
53295,1036336,299987,1527117,1641889,1252971,1988815,223146
53296,2231774
53297,1147823
53298,1070728,1777669,973512
53299,1235119
53300,2518576
53301,2145129
53302,2127864
53303,2110410,1568020,871903,292441,224069,2377735,1783169
53304,594135,250315,2394408
53305,1639887,2574541,2297801,2852206,675335,1062440,2128766,2837350
53306,2411425
53307,2555037,2036807,2802690
53308,1910191,1787191,1016759,2256658,1647922,1268484,1872602
53309,669276
53310,222467
53311,1213427
53312,1738544,2531493
53313,126335
